sample number,time,species number,樹種,含水率,4000-4100,4100-4200,4200-4300,4300-4400,4400-4500,4500-4600,4600-4700,4700-4800,4800-4900,4900-5000,5000-5100,5100-5200,5200-5300,5300-5400,5400-5500,5500-5600,5600-5700,5700-5800,5800-5900,5900-6000,6000-6100,6100-6200,6200-6300,6300-6400,6400-6500,6500-6600,6600-6700,6700-6800,6800-6900,6900-7000,7000-7100,7100-7200,7200-7300,7300-7400,7400-7500,7500-7600,7600-7700,7700-7800,7800-7900,7900-8000,8000-8100,8100-8200,8200-8300,8300-8400,8400-8500,8500-8600,8600-8700,8700-8800,8800-8900,8900-9000,9000-9100,9100-9200,9200-9300,9300-9400,9400-9500,9500-9600,9600-9700,9700-9800,9800-9900,9900-10000
232,42,3,ウエンジ,11.44578313,0.4017044,0.34674423076923083,0.35181307692307695,0.34135884615384615,0.30467115384615384,0.25376923076923075,0.2977961538461539,0.3182423076923077,0.28603307692307695,0.22510423076923078,0.23522346153846152,0.28388076923076916,0.22034192307692307,0.1054130769230769,0.10125239999999999,0.11928,0.12108884615384616,0.1172926923076923,0.11561,0.11115461538461537,0.0984907692307692,0.09739961538461542,0.11706884615384618,0.12921307692307693,0.13577192307692307,0.1415307692307692,0.15091615384615384,0.162162,0.16288846153846157,0.15253615384615385,0.1079626923076923,0.04300807692307692,0.013265384615384615,0.0007411538461538461,-0.006035769230769233,-0.01695192307692308,-0.019176923076923078,-0.016993461538461537,-0.01239923076923077,-0.009056923076923075,-0.004402692307692307,0.0013847999999999998,0.005481923076923077,0.007216538461538461,0.006486923076923077,0.005620000000000001,0.0030188461538461536,0.0006230769230769231,0.0014188461538461533,0.0017507692307692309,0.007756538461538462,0.015129999999999998,0.021936538461538462,0.028775769230769223,0.035602800000000004,0.04371307692307694,0.05230846153846154,0.06089461538461539,0.06965115384615386,0.07875439999999999
233,43,3,ウエンジ,11.14457831,0.39794359999999995,0.34558999999999995,0.35157961538461535,0.34098923076923077,0.3041580769230769,0.25309999999999994,0.29741269230769235,0.3181296153846154,0.2858915384615385,0.22452999999999998,0.2341484615384616,0.2824734615384615,0.21886807692307697,0.1047646153846154,0.1010156,0.1191253846153846,0.12093307692307692,0.11715346153846153,0.11545538461538461,0.11091115384615385,0.09822153846153846,0.09723846153846151,0.11694346153846155,0.1290903846153846,0.13559192307692305,0.14127076923076923,0.1505380769230769,0.1617544,0.16253115384615383,0.1521996153846154,0.10747076923076923,0.042566923076923086,0.013115769230769233,0.0006430769230769232,-0.006076923076923076,-0.016877307692307695,-0.019023461538461538,-0.01678,-0.012188076923076923,-0.008868076923076925,-0.0041930769230769235,0.0016612000000000003,0.005799615384615383,0.007513461538461539,0.006768076923076924,0.005894230769230768,0.0032707692307692307,0.000978076923076923,0.0018238461538461538,0.0022511538461538463,0.00823153846153846,0.015694230769230773,0.022463076923076922,0.02926884615384615,0.03616160000000001,0.0442123076923077,0.05289653846153848,0.06159576923076923,0.07041307692307693,0.0794876
234,44,3,ウエンジ,10.84337349,0.3979076000000001,0.34589615384615385,0.35138153846153847,0.3409830769230768,0.3042846153846154,0.25322961538461536,0.29758038461538466,0.3180592307692308,0.28557461538461537,0.2238988461538461,0.23321269230769232,0.28145346153846146,0.21827346153846147,0.10466192307692307,0.10085,0.1188823076923077,0.12071423076923075,0.11702230769230769,0.11541115384615383,0.11095807692307692,0.09822576923076921,0.09709192307692308,0.11673653846153849,0.12889346153846154,0.13541499999999998,0.14111192307692308,0.15045384615384622,0.1616524,0.16236653846153842,0.15198846153846154,0.10721961538461537,0.04244115384615385,0.013158076923076923,0.0007534615384615386,-0.005966153846153847,-0.01676807692307692,-0.018900769230769228,-0.01663923076923077,-0.012031153846153842,-0.008665384615384613,-0.003957307692307691,0.0019127999999999992,0.005993846153846154,0.007728846153846155,0.007012307692307692,0.006152307692307693,0.0036000000000000008,0.0013096153846153845,0.0021826923076923082,0.0025180769230769232,0.008570000000000001,0.01599692307692308,0.022833461538461546,0.029643846153846156,0.036488,0.04468423076923077,0.05319269230769231,0.061926538461538456,0.070805,0.0799076
235,45,3,ウエンジ,10.54216867,0.3983955999999999,0.34583923076923084,0.351451923076923,0.34101730769230776,0.3039103846153846,0.25250230769230775,0.29712769230769226,0.3180546153846154,0.2856719230769231,0.2236019230769231,0.2323053846153846,0.28010115384615386,0.21660038461538458,0.10389576923076925,0.10069800000000002,0.1188919230769231,0.1206973076923077,0.11696269230769231,0.11525499999999998,0.11053961538461538,0.09784846153846155,0.09694230769230772,0.116715,0.12881423076923076,0.13523576923076924,0.14079846153846154,0.1499976923076923,0.16114360000000003,0.16196846153846156,0.15163115384615386,0.10670807692307692,0.04199961538461539,0.012912307692307693,0.0005053846153846154,-0.006134615384615385,-0.016791923076923072,-0.018837307692307688,-0.016546153846153846,-0.011945769230769234,-0.008609230769230768,-0.003913076923076923,0.0019624000000000004,0.006072692307692308,0.00782346153846154,0.007119615384615383,0.00624076923076923,0.0036773076923076924,0.001471923076923077,0.0023965384615384617,0.002747307692307692,0.008867692307692309,0.01619269230769231,0.02304769230769231,0.029909230769230768,0.036762399999999994,0.04490692307692307,0.053452307692307695,0.06216038461538463,0.07100115384615384,0.08011599999999999
236,46,3,ウエンジ,10.54216867,0.39896800000000004,0.3455473076923076,0.35131730769230773,0.3409161538461538,0.3036757692307692,0.25274500000000005,0.29738653846153845,0.3180965384615385,0.2853911538461538,0.2230934615384615,0.23154653846153844,0.2794034615384616,0.2163138461538462,0.10386115384615383,0.10053439999999998,0.11864769230769232,0.12048230769230771,0.11682384615384614,0.11520269230769231,0.11062038461538462,0.09788538461538462,0.09678076923076923,0.11645538461538463,0.12861884615384614,0.13507692307692307,0.14064307692307693,0.14990615384615386,0.16106600000000001,0.16183576923076923,0.1514480769230769,0.10653192307692308,0.041841923076923075,0.012920769230769234,0.0005957692307692308,-0.006037692307692308,-0.016746153846153848,-0.018772692307692306,-0.016436153846153847,-0.011809999999999998,-0.008475,-0.0036750000000000003,0.0022024,0.006283461538461537,0.008029999999999999,0.007313076923076921,0.00647,0.0039534615384615385,0.0018042307692307696,0.0027150000000000013,0.00308,0.009128846153846156,0.016593846153846157,0.023397307692307693,0.030196923076923073,0.037106799999999995,0.045266153846153845,0.05390000000000001,0.06255115384615384,0.07144615384615385,0.08051240000000001
237,47,3,ウエンジ,9.939759036,0.39801880000000006,0.3445526923076923,0.350721923076923,0.3406996153846154,0.30333230769230773,0.252568076923077,0.29739923076923075,0.31786423076923076,0.2848200000000001,0.22172961538461536,0.22922192307692307,0.27658999999999995,0.21433538461538457,0.10334423076923074,0.10016839999999999,0.11820730769230768,0.12001653846153845,0.11658192307692307,0.11504961538461542,0.11053461538461537,0.0977076923076923,0.09640807692307692,0.1159873076923077,0.12816884615384616,0.13462230769230768,0.14019115384615385,0.14945384615384613,0.16057399999999997,0.16126923076923075,0.15088115384615383,0.1058776923076923,0.041398461538461544,0.012842307692307696,0.0006557692307692307,-0.005972692307692307,-0.016686923076923075,-0.018609999999999995,-0.01619423076923077,-0.011571153846153844,-0.008161153846153847,-0.003363076923076924,0.0025872,0.006615,0.008348076923076923,0.007576538461538462,0.006800769230769229,0.004331538461538461,0.002230769230769231,0.003178846153846154,0.0036076923076923087,0.009661923076923078,0.017108846153846148,0.023938846153846165,0.03071461538461539,0.0377184,0.045781923076923074,0.054488461538461534,0.06310423076923077,0.07206307692307692,0.08103199999999999
238,48,3,ウエンジ,9.939759036,0.39949719999999994,0.3454153846153846,0.3513053846153846,0.34094115384615387,0.3036903846153846,0.25275538461538455,0.29759346153846156,0.3181415384615385,0.2851896153846154,0.22211423076923073,0.2296826923076923,0.2772073076923078,0.2148296153846154,0.10363423076923077,0.1004976,0.11854538461538458,0.12036538461538464,0.11688192307692308,0.11534961538461538,0.11087153846153844,0.09803192307692309,0.09677192307692306,0.1163869230769231,0.1285276923076923,0.13499884615384614,0.1405480769230769,0.14979615384615383,0.1609492,0.16165192307692308,0.15127192307692305,0.1062173076923077,0.04172615384615385,0.013201153846153845,0.0009826923076923075,-0.005613076923076924,-0.01627038461538461,-0.01822076923076923,-0.015801153846153847,-0.011164615384615382,-0.007777307692307691,-0.002965,0.0029428000000000006,0.007011153846153847,0.008711923076923079,0.00802153846153846,0.0072,0.004735384615384615,0.0026646153846153838,0.0035949999999999992,0.003986153846153846,0.010073076923076924,0.01758076923076923,0.02437615384615385,0.031171153846153855,0.0381008,0.04626423076923078,0.0548626923076923,0.06347307692307692,0.07247807692307694,0.08148640000000001
239,49,3,ウエンジ,9.638554217,0.3977295999999999,0.3444538461538462,0.3504823076923077,0.34052769230769236,0.30356846153846156,0.25319384615384616,0.29800807692307696,0.31794,0.2846934615384615,0.22123038461538452,0.22855653846153842,0.2762273076923077,0.21475923076923076,0.10392,0.10040319999999997,0.11821923076923074,0.12010346153846158,0.11682346153846157,0.1154596153846154,0.11128923076923079,0.09832846153846152,0.09664384615384615,0.11611653846153848,0.12833807692307692,0.13488423076923078,0.14052846153846155,0.14995,0.16106720000000002,0.16161076923076928,0.15123730769230773,0.10621730769230772,0.04183692307692309,0.013492307692307692,0.0014100000000000002,-0.005217307692307692,-0.015969615384615384,-0.01795384615384615,-0.015474999999999997,-0.010783461538461539,-0.0073373076923076925,-0.0024615384615384616,0.003487200000000001,0.0074484615384615375,0.009150384615384616,0.008481153846153845,0.007655384615384616,0.005253846153846154,0.003287307692307692,0.004234230769230769,0.004626923076923077,0.01071076923076923,0.018259615384615388,0.025031923076923077,0.03196307692307692,0.038855999999999995,0.046944615384615376,0.05562038461538461,0.06423230769230771,0.07321269230769231,0.0822232
240,50,3,ウエンジ,9.337349398,0.39761160000000006,0.34526999999999997,0.35105269230769226,0.3410180769230769,0.3038707692307692,0.25295230769230764,0.2978342307692308,0.3181903846153846,0.28526,0.22162653846153846,0.22886884615384612,0.27632884615384606,0.21446076923076923,0.10387846153846153,0.10070000000000003,0.11865615384615386,0.12055884615384617,0.11712769230769232,0.11573000000000001,0.11140538461538461,0.09846692307692306,0.09705115384615383,0.11659153846153845,0.128775,0.13529807692307694,0.14086615384615386,0.1502076923076923,0.1612456,0.16186692307692307,0.1515396153846154,0.1063673076923077,0.041999615384615385,0.013713461538461539,0.0016107692307692307,-0.004989230769230772,-0.015621153846153849,-0.017568461538461536,-0.01508692307692308,-0.010419615384615385,-0.006987692307692307,-0.002135,0.0038140000000000005,0.00783653846153846,0.009556923076923077,0.008872307692307691,0.008046538461538463,0.005610384615384615,0.0036957692307692308,0.004620384615384616,0.005121923076923076,0.011211923076923076,0.018658076923076923,0.025533846153846147,0.03241038461538462,0.03936680000000001,0.04736923076923077,0.056135,0.06473884615384615,0.07360153846153845,0.08283880000000002
241,51,3,ウエンジ,9.036144578,0.399516,0.34552538461538457,0.3516407692307692,0.34167192307692307,0.30438384615384617,0.25266538461538457,0.29752538461538464,0.31834192307692305,0.28548769230769233,0.22135192307692314,0.2281123076923077,0.27507807692307684,0.21301499999999998,0.10340884615384614,0.10068399999999998,0.11888576923076921,0.12075384615384613,0.11730499999999999,0.11587192307692308,0.11136846153846153,0.09841153846153848,0.09721692307692309,0.11689653846153844,0.12900076923076922,0.13546076923076925,0.1409026923076923,0.1500857692307692,0.16104559999999998,0.16180923076923073,0.15150153846153847,0.10612884615384616,0.04186153846153846,0.013807307692307695,0.0017211538461538458,-0.0049134615384615376,-0.015378076923076918,-0.017237307692307694,-0.014778846153846153,-0.010075,-0.006651538461538463,-0.001865,0.004101999999999999,0.008156923076923077,0.00990730769230769,0.009230384615384614,0.008411923076923076,0.005943461538461537,0.004005,0.005025384615384616,0.005523461538461539,0.011619615384615383,0.019103461538461538,0.02598115384615385,0.032795384615384615,0.039896400000000005,0.047909230769230766,0.05661576923076923,0.06518884615384615,0.07422884615384616,0.08317279999999999
242,52,3,ウエンジ,9.036144578,0.4020164,0.3464876923076922,0.35260615384615385,0.34239807692307694,0.30526730769230775,0.2533684615384616,0.29797384615384614,0.3186969230769231,0.2858884615384615,0.22191500000000003,0.22918576923076922,0.27640423076923076,0.21401846153846152,0.10378884615384616,0.1009596,0.119225,0.12111730769230769,0.11751307692307694,0.11615000000000004,0.1117215384615385,0.09873769230769229,0.0976069230769231,0.11725846153846155,0.12937115384615383,0.135875,0.1413253846153846,0.1504930769230769,0.161476,0.16229230769230768,0.15193615384615383,0.10644961538461536,0.04217461538461539,0.014026538461538462,0.0018861538461538462,-0.004732692307692307,-0.015215384615384615,-0.017073461538461537,-0.014620000000000001,-0.00995423076923077,-0.006565,-0.0017434615384615386,0.0042056,0.00822730769230769,0.010058076923076921,0.009387692307692307,0.008514615384615386,0.006024615384615386,0.004179615384615385,0.005108076923076923,0.005616153846153848,0.01175153846153846,0.01915923076923077,0.026066153846153847,0.03291423076923078,0.039934800000000006,0.0480723076923077,0.05662576923076922,0.0653976923076923,0.07423846153846154,0.08332479999999999
243,53,3,ウエンジ,8.734939759,0.40052079999999995,0.34558692307692307,0.35219500000000004,0.3421976923076923,0.30548384615384616,0.2541003846153846,0.2984192307692307,0.3183903846153846,0.28522846153846165,0.22112500000000004,0.22838769230769232,0.27592384615384613,0.2143273076923077,0.10411884615384616,0.10066680000000001,0.1187653846153846,0.12076269230769231,0.11729307692307692,0.11620307692307694,0.11212923076923074,0.09896692307692306,0.09741192307692306,0.11683115384615386,0.12905038461538462,0.1357342307692308,0.1412853846153846,0.15060038461538458,0.1615948,0.16225538461538463,0.1518153846153846,0.10637923076923077,0.042190769230769226,0.014174999999999997,0.002102307692307692,-0.004534999999999999,-0.015134615384615385,-0.017065000000000004,-0.014566538461538462,-0.00981076923076923,-0.006395769230769231,-0.0015334615384615387,0.0044408,0.008380769230769232,0.010141153846153845,0.009492692307692306,0.008693076923076925,0.006232692307692306,0.004399615384615385,0.005339615384615385,0.005784230769230769,0.011942307692307693,0.01933,0.026228076923076923,0.03306846153846153,0.0401232,0.048194999999999995,0.05684846153846154,0.06544961538461537,0.0743846153846154,0.0832764
244,54,3,ウエンジ,8.43373494,0.3978844,0.3455534615384615,0.3530396153846155,0.34274153846153843,0.3056315384615385,0.2536626923076923,0.2980819230769231,0.31874115384615387,0.28582961538461543,0.2217873076923077,0.22904615384615393,0.27625846153846156,0.21379730769230776,0.10382153846153847,0.1009068,0.11925769230769231,0.12120423076923076,0.11752576923076921,0.11631346153846156,0.11197230769230768,0.09890769230769236,0.09776038461538462,0.1172903846153846,0.12952576923076925,0.13610423076923078,0.14151923076923076,0.1506523076923077,0.1616472,0.16248153846153846,0.15210269230769233,0.10646769230769232,0.04218730769230769,0.014247692307692312,0.0021315384615384616,-0.004421538461538462,-0.014883846153846154,-0.016736538461538466,-0.014251923076923077,-0.009528461538461538,-0.0061092307692307704,-0.0012684615384615382,0.004684799999999999,0.008732692307692308,0.010493846153846157,0.009861538461538462,0.00902307692307692,0.006523461538461541,0.004738846153846153,0.005662692307692309,0.006116923076923075,0.012340000000000005,0.019791923076923075,0.026643461538461533,0.033495000000000004,0.040587599999999995,0.04873115384615385,0.057349615384615374,0.06596153846153849,0.07504192307692309,0.08389640000000002
245,55,3,ウエンジ,8.43373494,0.3994848000000001,0.3463665384615385,0.3539380769230769,0.3434642307692307,0.3063461538461538,0.25380576923076925,0.2981823076923077,0.319015,0.2861103846153846,0.22189538461538463,0.22898115384615383,0.2760626923076923,0.21337461538461536,0.10365538461538462,0.10091760000000001,0.11937615384615384,0.12134192307692307,0.11758115384615385,0.11639153846153845,0.11193076923076925,0.09889692307692308,0.09789,0.11741307692307693,0.1296573076923077,0.13625192307692305,0.14159499999999997,0.1506723076923077,0.1616172,0.16253846153846155,0.15213807692307693,0.10635961538461539,0.042145384615384626,0.014235384615384615,0.002131153846153846,-0.004408846153846154,-0.014841923076923074,-0.016629230769230768,-0.014171538461538461,-0.009413076923076922,-0.006029999999999999,-0.0011623076923076923,0.004773599999999999,0.008826923076923078,0.010614615384615386,0.009996538461538461,0.009147692307692308,0.00664076923076923,0.004791923076923078,0.005752307692307691,0.006348461538461539,0.012492307692307695,0.019962307692307692,0.02677807692307692,0.03369153846153846,0.0406888,0.04882846153846154,0.0575223076923077,0.06621538461538462,0.07511269230769231,0.08428920000000001
246,56,3,ウエンジ,8.13253012,0.40240239999999994,0.347085,0.35468423076923067,0.34407653846153846,0.3068230769230769,0.25426884615384615,0.29840153846153844,0.3191084615384616,0.2860946153846154,0.22168576923076921,0.22868846153846156,0.27581730769230767,0.21317307692307694,0.10355538461538462,0.10075880000000001,0.11922961538461535,0.12120423076923076,0.117495,0.11634269230769231,0.1119226923076923,0.09883000000000003,0.0977692307692308,0.11722884615384618,0.12951538461538462,0.13615576923076922,0.1415,0.15060153846153848,0.16149240000000004,0.16234769230769228,0.15191692307692306,0.10609576923076923,0.04185038461538461,0.014078846153846148,0.0019626923076923077,-0.004557307692307692,-0.015048461538461538,-0.01681730769230769,-0.014350769230769233,-0.009598076923076923,-0.006214230769230769,-0.001370769230769231,0.004553600000000001,0.008572692307692309,0.01030576923076923,0.009686538461538462,0.008842307692307694,0.006310384615384615,0.00452346153846154,0.005468846153846153,0.006001538461538461,0.012078846153846152,0.019583076923076922,0.026407307692307685,0.033311538461538455,0.040360799999999995,0.0483726923076923,0.05715884615384616,0.06579153846153846,0.07469846153846156,0.0836196
247,57,3,ウエンジ,8.13253012,0.4024636,0.3469253846153846,0.35419038461538455,0.3441726923076924,0.3072719230769231,0.255228076923077,0.29899653846153845,0.3189253846153846,0.2855134615384615,0.2209238461538462,0.22794115384615388,0.27550730769230775,0.21365269230769227,0.10380038461538461,0.10039479999999999,0.11864807692307694,0.12073076923076924,0.11717615384615385,0.11624038461538463,0.11218423076923077,0.09892000000000002,0.09737884615384615,0.11666423076923078,0.12907653846153846,0.13584769230769228,0.14130076923076923,0.15060269230769233,0.16150319999999996,0.16208461538461538,0.151635,0.10589153846153845,0.041650769230769234,0.014016153846153845,0.001954615384615385,-0.004585769230769232,-0.015266923076923077,-0.017092307692307695,-0.014575384615384617,-0.00978730769230769,-0.006338846153846154,-0.0014476923076923076,0.004492,0.0084,0.010115,0.00948423076923077,0.008626923076923077,0.006108846153846154,0.004378076923076923,0.005331538461538462,0.005820769230769231,0.011890769230769229,0.019328461538461537,0.026164615384615394,0.033063076923076924,0.040255599999999996,0.04814230769230769,0.05685538461538461,0.0655276923076923,0.07443461538461539,0.08323119999999999
248,58,3,ウエンジ,7.831325301,0.4029896,0.34713000000000005,0.3548688461538462,0.3447296153846154,0.3072803846153846,0.2546473076923077,0.2987380769230769,0.3194730769230769,0.2861734615384615,0.22129807692307693,0.22793846153846162,0.2751242307692307,0.2126976923076924,0.10336884615384616,0.10060239999999998,0.11907576923076922,0.12105846153846155,0.11736961538461542,0.11626307692307696,0.11188230769230773,0.09874730769230769,0.09761999999999998,0.117055,0.12936076923076922,0.13601576923076927,0.1413376923076923,0.1504776923076923,0.16138919999999998,0.1621576923076923,0.15175653846153847,0.1057930769230769,0.04153115384615384,0.013958076923076924,0.0018465384615384615,-0.004611153846153846,-0.01509423076923077,-0.016845,-0.014348461538461539,-0.009584230769230768,-0.0061946153846153835,-0.001303846153846154,0.004627599999999999,0.008636538461538461,0.010364230769230771,0.009733461538461536,0.00888,0.006361538461538461,0.004585384615384615,0.005626538461538462,0.006129230769230767,0.012146538461538459,0.01968269230769231,0.026519230769230764,0.033366538461538454,0.0404628,0.04851192307692308,0.057235769230769215,0.06585346153846156,0.07484153846153846,0.08364519999999999
249,59,3,ウエンジ,7.530120482,0.4059796,0.34842346153846154,0.3553346153846154,0.345125,0.3077438461538462,0.2550226923076923,0.2990888461538462,0.31972115384615385,0.2862365384615385,0.22121999999999994,0.2277742307692308,0.2750138461538461,0.21262884615384614,0.10343884615384617,0.1006444,0.11909615384615385,0.12108769230769233,0.11735884615384617,0.11636307692307692,0.11196192307692308,0.09885807692307694,0.09766615384615385,0.11707923076923077,0.12941538461538463,0.13606807692307693,0.14138499999999998,0.1505996153846154,0.16144599999999998,0.16216999999999998,0.1517303846153846,0.10576115384615384,0.04150192307692308,0.013998076923076922,0.0019200000000000003,-0.004546153846153845,-0.015060384615384613,-0.01679846153846154,-0.014263846153846153,-0.009512307692307691,-0.006098076923076923,-0.0012376923076923077,0.004707599999999999,0.008736923076923076,0.010409615384615385,0.00979,0.009011923076923077,0.006467692307692308,0.004639615384615385,0.005738076923076923,0.006191538461538462,0.012285384615384613,0.019739230769230766,0.02666461538461539,0.03350115384615385,0.0405556,0.04862192307692308,0.05723384615384615,0.06598076923076925,0.07489192307692308,0.0838772
250,60,3,ウエンジ,7.530120482,0.40433080000000016,0.3476942307692307,0.3557538461538462,0.3453711538461538,0.30775,0.2547553846153846,0.2990153846153847,0.32003884615384615,0.2865626923076923,0.22134192307692307,0.2276407692307692,0.2746953846153846,0.2120776923076923,0.10317038461538462,0.10068400000000001,0.11924384615384617,0.1212207692307692,0.11739961538461538,0.11634769230769232,0.11180230769230769,0.09872115384615386,0.09771115384615385,0.11720653846153845,0.12950384615384616,0.13609307692307696,0.14134384615384613,0.15046307692307692,0.1612908,0.16209115384615383,0.1517030769230769,0.10563730769230768,0.041335384615384614,0.013900769230769229,0.0017834615384615385,-0.004647307692307693,-0.01507076923076923,-0.016761923076923077,-0.014241153846153846,-0.009548076923076921,-0.006112307692307693,-0.0012561538461538463,0.0046932,0.008729615384615386,0.010472692307692306,0.009786923076923075,0.00899923076923077,0.00648653846153846,0.004671923076923077,0.005727692307692307,0.006291153846153847,0.012372692307692307,0.019764615384615384,0.02669346153846154,0.033668461538461536,0.040567200000000005,0.04870153846153846,0.057456923076923065,0.06608653846153846,0.07493384615384616,0.08380000000000001
251,61,3,ウエンジ,7.228915663,0.40490560000000003,0.34818346153846147,0.35541153846153856,0.3453211538461538,0.3079165384615385,0.2553323076923077,0.2994292307692307,0.31998461538461537,0.2861280769230769,0.22068346153846155,0.22682384615384613,0.2740111538461539,0.21215615384615383,0.10335230769230769,0.1004736,0.11890769230769231,0.12091076923076924,0.1172323076923077,0.11631269230769234,0.11198269230769231,0.09881038461538462,0.09746423076923078,0.11684230769230769,0.12920538461538464,0.1358496153846154,0.1412023076923077,0.15049999999999997,0.16130960000000003,0.16191653846153847,0.15151384615384617,0.10550038461538463,0.04122653846153846,0.013895384615384618,0.0018376923076923078,-0.004609230769230769,-0.015125384615384615,-0.016833076923076923,-0.01429038461538462,-0.00958423076923077,-0.006103076923076923,-0.0012488461538461538,0.0047220000000000005,0.008706923076923077,0.010379615384615383,0.009711923076923078,0.008923846153846154,0.0064426923076923055,0.0046196153846153835,0.0057134615384615405,0.006201153846153846,0.01224307692307692,0.01973192307692308,0.026648461538461534,0.03344192307692308,0.0405712,0.048593461538461544,0.05728692307692307,0.06599653846153847,0.07487884615384616,0.08358800000000001
252,62,3,ウエンジ,7.228915663,0.4054636,0.34819307692307694,0.3559357692307692,0.34576153846153834,0.3080992307692308,0.25512346153846155,0.2994203846153846,0.3203561538461539,0.2866461538461539,0.2210876923076923,0.2271880769230769,0.27429499999999996,0.21207653846153846,0.10325923076923076,0.10071519999999998,0.11926961538461536,0.1212353846153846,0.11743692307692308,0.11644269230769229,0.11194269230769228,0.09884192307692308,0.09773038461538462,0.11721230769230767,0.12952923076923073,0.136125,0.14142153846153846,0.15058807692307694,0.16142800000000002,0.16214576923076923,0.1517503846153846,0.10564884615384615,0.04135538461538461,0.014006538461538461,0.0019530769230769228,-0.004489230769230769,-0.014931923076923075,-0.016529615384615386,-0.014004230769230776,-0.00931153846153846,-0.005860769230769231,-0.0009434615384615386,0.004996800000000001,0.00905153846153846,0.01069307692307692,0.010061923076923076,0.009236538461538463,0.006768461538461538,0.005030000000000001,0.006143461538461539,0.006671923076923077,0.012724230769230764,0.020186538461538464,0.02709730769230769,0.034011153846153844,0.041120800000000006,0.04914076923076923,0.05795038461538461,0.06659499999999999,0.07547038461538462,0.08449560000000002
253,63,3,ウエンジ,6.927710843,0.40752640000000007,0.3490203846153846,0.35662269230769233,0.34632307692307684,0.30836230769230766,0.25486692307692305,0.2994307692307693,0.32082307692307693,0.28717384615384617,0.2216280769230769,0.22768,0.2746442307692307,0.21198461538461538,0.10323538461538462,0.1009652,0.1196626923076923,0.12155846153846152,0.11767423076923074,0.11658999999999997,0.11190000000000003,0.09887807692307696,0.09800692307692309,0.11757576923076926,0.12986884615384617,0.13641384615384614,0.1416569230769231,0.15073461538461538,0.16156279999999998,0.16237692307692303,0.15198115384615382,0.10578,0.041445769230769224,0.014107692307692309,0.0020084615384615384,-0.004417692307692306,-0.014748076923076928,-0.016324230769230768,-0.013806538461538466,-0.00915769230769231,-0.005710000000000001,-0.000853076923076923,0.0051136,0.009245769230769228,0.010922307692307693,0.010244615384615383,0.009459615384615386,0.006933076923076922,0.005109230769230769,0.0062511538461538455,0.006854999999999999,0.012893076923076922,0.020335769230769227,0.027267692307692305,0.034133076923076926,0.04116639999999999,0.0492223076923077,0.058067307692307696,0.06675423076923077,0.07559615384615383,0.08438240000000001
254,64,3,ウエンジ,6.927710843,0.4044428,0.3481057692307692,0.3562253846153846,0.345876923076923,0.30789038461538465,0.25456769230769233,0.2992403846153846,0.32063192307692306,0.2870465384615384,0.22154576923076924,0.2276423076923077,0.2745350000000001,0.21176038461538454,0.1030853846153846,0.10088840000000002,0.11962153846153846,0.12155230769230767,0.11763038461538457,0.11654423076923082,0.11182576923076923,0.09880192307692306,0.09797461538461537,0.11758346153846158,0.1298619230769231,0.1364019230769231,0.14159076923076921,0.15067153846153844,0.16148959999999998,0.1623207692307692,0.15195,0.10572961538461538,0.041385000000000005,0.014106923076923081,0.0020315384615384614,-0.004369615384615385,-0.014671153846153846,-0.01625,-0.013721923076923076,-0.00904923076923077,-0.005604615384615385,-0.0007338461538461538,0.0052288000000000005,0.009341153846153846,0.011003076923076923,0.010393461538461537,0.00961769230769231,0.007105384615384615,0.005292692307692307,0.006476153846153848,0.007005000000000001,0.01307730769230769,0.02061230769230769,0.02743192307692308,0.03435038461538461,0.04140799999999999,0.04951576923076924,0.058198076923076915,0.06689038461538463,0.07596461538461538,0.0848276
255,65,3,ウエンジ,6.626506024,0.40474279999999985,0.3484053846153846,0.3559019230769231,0.34555846153846154,0.30768999999999996,0.2543488461538462,0.29896192307692304,0.3202673076923077,0.28671346153846156,0.22097961538461527,0.22672653846153848,0.2734196153846154,0.210965,0.10283153846153849,0.10071559999999997,0.11938115384615383,0.12130807692307694,0.11746038461538463,0.11640923076923075,0.1116876923076923,0.09866230769230769,0.09777538461538461,0.11730730769230768,0.12958769230769232,0.13613192307692307,0.14131961538461538,0.15036423076923072,0.1612084,0.16205923076923076,0.1517026923076923,0.1054607692307692,0.04123076923076923,0.01399423076923077,0.001962692307692308,-0.0043938461538461536,-0.014697692307692307,-0.01626923076923077,-0.013736153846153846,-0.009035384615384615,-0.005595384615384617,-0.0007369230769230767,0.0052348,0.00936423076923077,0.011004230769230768,0.010398461538461539,0.009548461538461537,0.0071092307692307705,0.005329615384615386,0.00647153846153846,0.007045000000000001,0.01307769230769231,0.02058153846153846,0.0274026923076923,0.03427153846153846,0.041364,0.04946807692307693,0.058183076923076935,0.06679923076923076,0.07567038461538461,0.0845168
