sample number,time,species number,樹種,含水率,4000-5000,5000-6000,6000-7000,7000-8000,8000-9000,9000-10000
416,29,5,クリ,91.96428571,0.4037899613899616,0.259651698841699,0.20834509652509642,0.060860346153846175,0.0019522393822393772,-0.028654961240310067
417,30,5,クリ,89.73214286,0.3980929343629343,0.2538695366795367,0.20318583011583002,0.05681299999999999,-0.0010493050193050232,-0.031191434108527125
418,31,5,クリ,87.05357143,0.3919778764478763,0.2481172972972973,0.19817849420849432,0.05314819230769229,-0.003568339768339765,-0.033158139534883724
419,32,5,クリ,84.82142857,0.38543826254826263,0.2427238996138996,0.19349413127413126,0.04974703846153847,-0.005861737451737453,-0.03496325581395347
420,33,5,クリ,83.03571429,0.3796231660231659,0.23671868725868728,0.18823343629343633,0.04607473076923077,-0.00837177606177606,-0.03699356589147285
421,34,5,クリ,80.80357143,0.37318019305019295,0.2307002702702702,0.18306521235521234,0.042470615384615364,-0.010765444015444015,-0.038897558139534896
422,35,5,クリ,78.57142857,0.36638088803088803,0.22399996138996126,0.17720586872586871,0.03854576923076924,-0.01328011583011582,-0.040780736434108504
423,36,5,クリ,76.33928571,0.3592301158301159,0.21756810810810814,0.17159320463320485,0.03473534615384616,-0.015857722007722015,-0.04277864341085275
424,37,5,クリ,74.10714286,0.3529480694980697,0.21130532818532824,0.16625540540540526,0.031139846153846157,-0.018148996138996124,-0.044506511627906954
425,38,5,クリ,72.32142857,0.3461212355212356,0.2048727413127413,0.16086949806949807,0.027655384615384616,-0.0201654826254826,-0.04576046511627909
426,39,5,クリ,70.08928571,0.3408795752895752,0.1993649806949806,0.15629725868725872,0.024557576923076915,-0.022094131274131252,-0.04717193798449613
427,40,5,クリ,68.30357143,0.3349505405405408,0.19400069498069503,0.15181864864864866,0.021574576923076915,-0.023915521235521237,-0.048361821705426355
428,41,5,クリ,66.51785714,0.33042942084942106,0.18946293436293427,0.14809038610038602,0.019108038461538458,-0.025336447876447874,-0.049210736434108525
429,42,5,クリ,64.73214286,0.3256527027027026,0.18511478764478767,0.14450432432432436,0.016703,-0.026802084942084935,-0.050141162790697656
430,43,5,クリ,62.94642857,0.3212881467181467,0.18107625482625475,0.14103818532818543,0.014243461538461543,-0.028442084942084958,-0.051347751937984486
431,44,5,クリ,61.16071429,0.3178008494208494,0.17727216216216216,0.13791555984555984,0.01208430769230769,-0.029818378378378366,-0.05230763565891472
432,45,5,クリ,59.82142857,0.31454691119691136,0.17392181467181467,0.13518015444015447,0.01021507692307693,-0.030927181467181472,-0.05299050387596898
433,46,5,クリ,58.03571429,0.311845444015444,0.17096799227799234,0.1327238996138996,0.008427653846153842,-0.0322153281853282,-0.054037674418604666
434,47,5,クリ,56.25,0.30840888030888036,0.16786115830115825,0.13026355212355215,0.006806461538461546,-0.03309629343629344,-0.054497558139534864
435,48,5,クリ,54.91071429,0.3059580694980694,0.16507779922779925,0.12805034749034752,0.00528930769230769,-0.034023938223938205,-0.0551274031007752
436,49,5,クリ,53.125,0.3032753281853284,0.16280675675675668,0.12622119691119693,0.003975307692307693,-0.03484169884169887,-0.05564934108527133
437,50,5,クリ,52.23214286,0.3020968725868724,0.16118787644787647,0.12486722007722015,0.0027507692307692233,-0.03592725868725871,-0.05674631782945736
438,51,5,クリ,50.89285714,0.3007445559845561,0.1593760617760618,0.12327783783783786,0.00130615384615385,-0.037229575289575274,-0.05812093023255815
439,52,5,クリ,49.55357143,0.2994447876447876,0.15770671814671813,0.12182478764478774,5.338461538460579e-05,-0.0382776833976834,-0.05908922480620156
440,53,5,クリ,48.21428571,0.2975611969111966,0.15603772200772192,0.12042158301158293,-0.001072846153846166,-0.03913783783783785,-0.059888798449612445
441,54,5,クリ,46.875,0.29650571428571426,0.15452969111969103,0.11914567567567562,-0.002112576923076915,-0.03995888030888028,-0.060664069767441875
442,55,5,クリ,45.98214286,0.2950738223938223,0.15306942084942093,0.1179507335907336,-0.003020307692307678,-0.040622548262548255,-0.06118531007751939
443,56,5,クリ,44.64285714,0.29350644787644803,0.15158208494208483,0.11672540540540549,-0.003897499999999999,-0.04124312741312741,-0.06176248062015504
444,57,5,クリ,43.75,0.29233111969111963,0.15022803088803086,0.11562648648648648,-0.004709000000000004,-0.04180610038610033,-0.06220162790697673
445,58,5,クリ,42.41071429,0.2914416602316603,0.1489931660231661,0.11463471042471045,-0.00540680769230769,-0.04227065637065638,-0.06262096899224803
446,59,5,クリ,41.51785714,0.2898505405405405,0.14770714285714284,0.1135916602316602,-0.006108076923076905,-0.042695521235521214,-0.06285511627906981
447,60,5,クリ,40.625,0.2888614671814672,0.14649930501930505,0.11264289575289571,-0.006751384615384617,-0.04308250965250965,-0.0631229457364341
448,61,5,クリ,39.28571429,0.28772463320463315,0.14528760617760628,0.11168884169884172,-0.007382038461538458,-0.04345814671814672,-0.0634336046511628
449,62,5,クリ,38.39285714,0.2865738996138997,0.1440488416988417,0.11070814671814665,-0.008035730769230781,-0.04388405405405407,-0.06379065891472872
450,63,5,クリ,37.5,0.28563401544401534,0.14284293436293435,0.10974621621621625,-0.008651615384615383,-0.044216332046331984,-0.06393891472868216
451,64,5,クリ,36.60714286,0.2845772586872587,0.14164976833976828,0.10879293436293429,-0.009270769230769242,-0.044606718146718155,-0.06427565891472867
452,65,5,クリ,35.71428571,0.28303316602316597,0.1404268339768339,0.10782189189189187,-0.009861115384615385,-0.04487285714285712,-0.06432724806201551
453,66,5,クリ,35.26785714,0.28168683397683375,0.13921957528957535,0.10686027027027035,-0.010431115384615391,-0.04514316602316603,-0.0644228682170543
454,67,5,クリ,34.375,0.28063444015444017,0.13799227799227798,0.1058710038610039,-0.011101692307692307,-0.04556872586872583,-0.06478868217054269
455,68,5,クリ,33.48214286,0.2802660617760619,0.1367699613899613,0.10490397683397691,-0.011739038461538454,-0.04599142857142858,-0.06514651162790695
456,69,5,クリ,33.03571429,0.27865131274131266,0.1354737065637066,0.1039038223938224,-0.012313269230769246,-0.04621795366795365,-0.06523379844961238
457,70,5,クリ,32.58928571,0.27694308880308893,0.13430409266409263,0.10296949806949802,-0.012881576923076935,-0.04647687258687256,-0.06530934108527134
458,71,5,クリ,31.69642857,0.2758464092664094,0.13328772200772196,0.10217779922779917,-0.013353730769230748,-0.04671803088803089,-0.06543519379844963
459,72,5,クリ,31.25,0.2751167181467182,0.1322828185328186,0.10141586872586866,-0.013846346153846145,-0.046996293436293426,-0.06562325581395345
460,73,5,クリ,30.80357143,0.27398393822393835,0.13127725868725867,0.10066640926640921,-0.014305961538461563,-0.04720034749034751,-0.06570771317829456
461,74,5,クリ,29.91071429,0.2731089575289576,0.13025440154440157,0.09989594594594596,-0.014807692307692301,-0.04748517374517373,-0.06596666666666672
462,75,5,クリ,29.46428571,0.2724001544401543,0.12930250965250972,0.09919220077220073,-0.015238307692307685,-0.047697683397683384,-0.06602751937984495
463,76,5,クリ,29.01785714,0.27170015444015444,0.1283755212355213,0.09850455598455603,-0.01569065384615383,-0.04794559845559844,-0.0662001162790697
464,77,5,クリ,28.57142857,0.27032420849420863,0.1274202702702703,0.0977937837837837,-0.016092576923076963,-0.0480898455598455,-0.06615763565891479
465,78,5,クリ,28.125,0.2696481081081082,0.12656208494208496,0.09718200772200768,-0.01644484615384615,-0.04821382239382236,-0.0661877519379845
466,79,5,クリ,27.67857143,0.268956640926641,0.12571467181467189,0.09654555984555975,-0.016835038461538446,-0.04842976833976833,-0.06630434108527136
467,80,5,クリ,27.23214286,0.2679300386100386,0.12487084942084942,0.09591652509652512,-0.017201384615384608,-0.048567335907335925,-0.06641189922480623
468,81,5,クリ,26.78571429,0.26708274131274123,0.12403270270270265,0.095316332046332,-0.01750973076923079,-0.04864019305019301,-0.06623441860465124
469,82,5,クリ,26.78571429,0.266418223938224,0.1233110810810811,0.09478034749034751,-0.01779069230769232,-0.04875791505791506,-0.06624868217054264
470,83,5,クリ,26.33928571,0.2655540540540541,0.12235810810810807,0.09404250965250971,-0.018142346153846172,-0.04892764478764481,-0.06635918604651161
471,84,5,クリ,25.89285714,0.2640585328185329,0.1213380694980695,0.09331305019305018,-0.018372346153846163,-0.04884756756756755,-0.06605717054263568
472,85,5,クリ,25.44642857,0.26358467181467177,0.12071652509652511,0.09304204633204638,-0.01817703846153846,-0.04830857142857139,-0.06517569767441861
473,86,5,クリ,25.0,0.26293,0.1200390347490348,0.0927367953667953,-0.01803403846153847,-0.04784776061776059,-0.06445038759689918
474,87,5,クリ,25.0,0.26096335907335905,0.11909903474903476,0.09219316602316603,-0.018088076923076932,-0.04748714285714284,-0.06375031007751934
475,88,5,クリ,24.10714286,0.2602310810810811,0.118146833976834,0.09153478764478759,-0.018415115384615384,-0.047577490347490335,-0.06369147286821704
476,89,5,クリ,24.10714286,0.2592496911196909,0.117471776061776,0.09117482625482627,-0.01848334615384617,-0.047396602316602324,-0.06343120155038756
477,90,5,クリ,23.66071429,0.25882077220077204,0.11694235521235521,0.09084710424710427,-0.018603615384615392,-0.04735092664092668,-0.06326186046511624
478,91,5,クリ,23.21428571,0.25856579150579145,0.11649119691119687,0.09056783783783781,-0.018760999999999996,-0.047384671814671785,-0.06328437984496126
734,1,8,スプルース,160.0840336,1.1915362162162162,0.9594733590733588,0.8741163706563708,0.544522846153846,0.36736204633204633,0.2855296899224808
735,2,8,スプルース,152.9411765,1.101085057915058,0.8897303474903473,0.8232968339768342,0.5217665384615385,0.3598289189189189,0.28089744186046506
736,3,8,スプルース,147.0588235,1.0159713513513515,0.820570077220078,0.7640527413127409,0.49441273076923126,0.34717042471042464,0.2718449612403102
737,4,8,スプルース,141.1764706,0.934440424710425,0.7526378378378373,0.6981527027027025,0.455451269230769,0.3226730888030887,0.2520989147286821
738,5,8,スプルース,135.7142857,0.8523696525096525,0.6818206177606178,0.6280723552123553,0.40913450000000007,0.29027957528957515,0.22501906976744196
739,6,8,スプルース,129.8319328,0.78023749034749,0.6169446332046332,0.56116416988417,0.36173100000000014,0.2554162162162161,0.19542108527131768
740,7,8,スプルース,124.789916,0.7102855984555981,0.5506378378378378,0.4914678378378379,0.30906603846153846,0.21474077220077228,0.16015368217054263
741,8,8,スプルース,119.7478992,0.6421999227799228,0.48661976833976833,0.4276241312741313,0.2603304615384615,0.17721370656370652,0.1278239147286822
742,9,8,スプルース,115.1260504,0.5925181853281853,0.43923250965250976,0.3811859073359076,0.22254884615384618,0.1468424710424711,0.10089689922480628
743,10,8,スプルース,110.5042017,0.5616259459459461,0.40725266409266425,0.3492948262548262,0.19342249999999997,0.12176814671814673,0.07813546511627903
744,11,8,スプルース,105.8823529,0.5338240540540546,0.3783689189189187,0.3210147104247104,0.16783950000000009,0.10015308880308893,0.05862786821705426
745,12,8,スプルース,101.2605042,0.5162319305019302,0.35881250965250955,0.30149602316602336,0.14855969230769225,0.0830630888030888,0.04286290697674419
746,13,8,スプルース,97.4789916,0.5049748262548265,0.345326254826255,0.28777254826254833,0.13310976923076923,0.06872679536679537,0.02960631782945738
747,14,8,スプルース,93.27731092,0.49736729729729773,0.3347042084942087,0.2773310038610038,0.12031442307692305,0.05644606177606178,0.01798325581395348
748,15,8,スプルース,89.49579832,0.49266471042471044,0.32775509652509666,0.2708543243243243,0.11130403846153844,0.047400038610038615,0.009194147286821703
749,16,8,スプルース,85.29411765,0.4889707335907337,0.32252741312741295,0.2663089961389962,0.10487326923076923,0.040836216216216234,0.0026482558139534875
750,17,8,スプルース,81.51260504,0.48522050193050165,0.31793633204633187,0.2625816988416986,0.09999930769230764,0.03591683397683398,-0.0023405426356589145
751,18,8,スプルース,78.1512605,0.4809954826254826,0.3130962548262548,0.2586512741312742,0.09564607692307692,0.03162594594594596,-0.006711860465116282
752,19,8,スプルース,74.78991597,0.4749653667953666,0.3075720077220077,0.2541714671814672,0.09151080769230768,0.02800988416988416,-0.010288333333333339
753,20,8,スプルース,71.42857143,0.4685474903474904,0.30139505791505783,0.24909957528957535,0.08727857692307689,0.024539575289575295,-0.013661434108527132
754,21,8,スプルース,68.06722689,0.46196845559845545,0.2943367181467182,0.24317972972972965,0.08257949999999997,0.02082428571428572,-0.017190658914728683
755,22,8,スプルース,65.12605042,0.45432579150579133,0.28698532818532824,0.23695783783783778,0.07772403846153847,0.01714389961389961,-0.020611279069767445
756,23,8,スプルース,62.60504202,0.4477606563706562,0.28023332046332045,0.23130853281853278,0.07346157692307687,0.013966679536679535,-0.023457713178294582
757,24,8,スプルース,59.66386555,0.44148127413127386,0.2735599613899613,0.22576571428571443,0.06927730769230771,0.01087992277992278,-0.026232751937984505
758,25,8,スプルース,56.72268908,0.43443131274131264,0.26723173745173756,0.22055397683397673,0.06546684615384614,0.008164903474903479,-0.028597015503875965
759,26,8,スプルース,54.20168067,0.4290637451737452,0.26160123552123543,0.21602335907335915,0.062266653846153826,0.005925559845559844,-0.030565813953488376
760,27,8,スプルース,51.68067227,0.4227972972972974,0.2560170656370656,0.21148254826254842,0.0590656153846154,0.00359822393822394,-0.03258531007751938
761,28,8,スプルース,49.57983193,0.41708837837837837,0.25077722007722003,0.20722347490347484,0.05611569230769232,0.001485984555984561,-0.034433333333333316
762,29,8,スプルース,47.05882353,0.4127120077220079,0.24586227799227794,0.20321320463320464,0.05332011538461539,-0.0006515830115830101,-0.036362364341085286
763,30,8,スプルース,44.95798319,0.406761196911197,0.24077729729729733,0.19906818532818538,0.05048603846153845,-0.0026798455598455654,-0.038108992248062
764,31,8,スプルース,42.43697479,0.40071884169884164,0.23570250965250958,0.19494177606177612,0.04769996153846155,-0.0046384942084942106,-0.039745503875969
765,32,8,スプルース,40.75630252,0.39486996138996155,0.23031953667953656,0.19055277992277994,0.04470673076923076,-0.006870000000000003,-0.041680465116279035
766,33,8,スプルース,38.65546218,0.38815610038610043,0.22477011583011572,0.18601903474903478,0.04164834615384616,-0.00906389961389961,-0.043539922480620136
767,34,8,スプルース,36.97478992,0.3827487644787643,0.21943552123552124,0.18162111969111971,0.03861588461538462,-0.01139818532818532,-0.045613565891472876
768,35,8,スプルース,34.87394958,0.3767936293436293,0.21421,0.17726984555984546,0.035637653846153854,-0.013597413127413124,-0.047549186046511614
769,36,8,スプルース,32.35294118,0.3699901544401544,0.20866189189189183,0.17264154440154428,0.03242126923076924,-0.016060656370656345,-0.049691046511627895
770,37,8,スプルース,31.09243697,0.3637311196911197,0.20315833976833975,0.16805212355212365,0.02923488461538461,-0.0185065637065637,-0.05188387596899225
771,38,8,スプルース,29.83193277,0.35607833976833986,0.19654243243243244,0.16245467181467171,0.025301115384615384,-0.021614710424710425,-0.05468775193798453
772,39,8,スプルース,28.1512605,0.34869424710424723,0.1902881853281853,0.1571506949806948,0.021517615384615385,-0.024630154440154442,-0.057433837209302396
773,40,8,スプルース,26.05042017,0.3423743243243243,0.1848343629343629,0.15249656370656378,0.018142153846153843,-0.027351660231660236,-0.059882519379845
774,41,8,スプルース,24.78991597,0.3350135907335905,0.1785582625482626,0.14715305019305017,0.014243000000000009,-0.030562200772200756,-0.06285782945736439
775,42,8,スプルース,23.52941176,0.3265921235521235,0.17194467181467182,0.14148046332046324,0.010155076923076928,-0.03385594594594596,-0.06577779069767442
776,43,8,スプルース,22.26890756,0.3162086872586871,0.16312015444015449,0.13396216216216217,0.004696115384615379,-0.038314208494208475,-0.06991348837209303
777,44,8,スプルース,21.00840336,0.3077572200772201,0.15600942084942085,0.12779826254826251,0.00012215384615384706,-0.042206254826254834,-0.07351414728682168
778,45,8,スプルース,19.32773109,0.2986599613899613,0.14892471042471034,0.12162023166023166,-0.004466538461538454,-0.0461034362934363,-0.07711155038759684
779,46,8,スプルース,18.48739496,0.2904984555984556,0.14194169884169885,0.11549281853281859,-0.009105923076923088,-0.05012683397683395,-0.08084996124031006
780,47,8,スプルース,17.64705882,0.28215050193050206,0.13536324324324311,0.10969969111969118,-0.01345930769230768,-0.053872084942085,-0.0844308527131783
781,48,8,スプルース,16.38655462,0.2736696525096523,0.12882389961389965,0.1039882625482626,-0.017715923076923067,-0.05747756756756755,-0.08778875968992249
782,49,8,スプルース,15.54621849,0.26652656370656375,0.12272880308880312,0.09861301158301157,-0.021801846153846144,-0.061074324324324324,-0.09119116279069768
783,50,8,スプルース,14.70588235,0.259615135135135,0.1172333204633205,0.09376046332046337,-0.025448807692307684,-0.06420625482625486,-0.09417379844961239
784,51,8,スプルース,13.44537815,0.2533614285714285,0.11211853281853278,0.08920888030888031,-0.028944192307692372,-0.06732189189189192,-0.09710864341085262
785,52,8,スプルース,13.44537815,0.24700042471042477,0.10748266409266402,0.08507397683397684,-0.032142461538461516,-0.07008289575289567,-0.09969922480620148
786,53,8,スプルース,13.02521008,0.24150949806949798,0.10330822393822402,0.08138401544401544,-0.03501119230769233,-0.07258212355212354,-0.10205217054263561
787,54,8,スプルース,12.18487395,0.23706088803088798,0.09968810810810813,0.07818081081081078,-0.03755734615384617,-0.07477760617760618,-0.10414914728682172
788,55,8,スプルース,11.34453782,0.23296610038610038,0.09661077220077223,0.07541138996138999,-0.03975619230769233,-0.07661138996138991,-0.10589062015503879
789,56,8,スプルース,10.92436975,0.2298903088803088,0.09403154440154436,0.07314640926640928,-0.041604461538461555,-0.07817073359073362,-0.10737069767441854
790,57,8,スプルース,10.50420168,0.22714706563706571,0.09206084942084945,0.07144563706563699,-0.04297938461538461,-0.079240694980695,-0.1082982945736434
791,58,8,スプルース,10.08403361,0.22491949806949804,0.09034999999999997,0.06996702702702699,-0.04416146153846155,-0.08023347490347492,-0.10919337209302317
792,59,8,スプルース,9.663865546,0.22263088803088799,0.08856930501930502,0.06835092664092661,-0.04554376923076923,-0.08138100386100384,-0.11016217054263568
793,60,8,スプルース,9.663865546,0.2212547104247103,0.08711266409266406,0.06692019305019299,-0.04682396153846151,-0.08255119691119694,-0.11131635658914722
794,61,8,スプルース,9.243697479,0.22043895752895748,0.08677698841698843,0.06675073359073358,-0.04690396153846153,-0.08253081081081082,-0.1112341085271318
795,62,8,スプルース,8.403361345,0.21921915057915062,0.08610316602316602,0.06648293436293427,-0.047044000000000016,-0.08257880308880312,-0.11119608527131786
796,63,8,スプルース,7.983193277,0.2177318918918918,0.0847961003861004,0.06561127413127417,-0.047682615384615365,-0.08299119691119689,-0.1116086821705427
797,64,8,スプルース,7.983193277,0.2154511969111969,0.08279961389961388,0.06401123552123548,-0.048913153846153835,-0.08392413127413129,-0.11246453488372089
798,65,8,スプルース,7.983193277,0.21328980694980698,0.08102648648648644,0.06255490347490347,-0.05004011538461539,-0.08478733590733592,-0.11321817829457367
799,66,8,スプルース,7.56302521,0.2113035907335907,0.07947644787644789,0.06132714285714288,-0.05100511538461534,-0.08552918918918914,-0.11387705426356587
800,67,8,スプルース,7.142857143,0.21032764478764465,0.07833853281853283,0.06049424710424709,-0.05160726923076922,-0.08597,-0.1142347286821706
801,68,8,スプルース,6.722689076,0.2087540154440154,0.0771923552123552,0.0596364864864865,-0.05224738461538462,-0.086391583011583,-0.11453802325581389
802,69,8,スプルース,6.722689076,0.20830374517374514,0.076372277992278,0.059055482625482617,-0.05274188461538464,-0.08678169884169883,-0.11488383720930234
803,70,8,スプルース,6.302521008,0.20779791505791506,0.07569223938223936,0.05858397683397686,-0.053128961538461535,-0.08711942084942077,-0.11525042635658916
804,71,8,スプルース,6.302521008,0.2072764478764479,0.07514814671814672,0.05816223938223942,-0.053452115384615397,-0.08735444015444017,-0.11542201550387593
805,72,8,スプルース,5.882352941,0.20687397683397676,0.07486007722007725,0.05795100386100384,-0.05357788461538461,-0.08738996138996138,-0.1154005426356589
806,73,8,スプルース,5.462184874,0.20675571428571446,0.07460617760617759,0.05774980694980696,-0.05372919230769228,-0.08750868725868717,-0.11551403100775197
807,74,8,スプルース,5.462184874,0.20589548262548252,0.07401474903474901,0.05734907335907337,-0.05396861538461536,-0.0876287258687259,-0.1155258139534884
808,75,8,スプルース,5.462184874,0.20499525096525098,0.07309907335907338,0.056686486486486484,-0.054396269230769255,-0.08788262548262545,-0.11570306201550389
809,76,8,スプルース,5.042016807,0.20466926640926636,0.07224644787644789,0.05607131274131279,-0.054836000000000024,-0.08824810810810813,-0.1160371705426356
810,77,8,スプルース,5.042016807,0.20289023166023168,0.07136131274131279,0.055443745173745194,-0.05518534615384611,-0.0883116988416988,-0.11597178294573637
811,78,8,スプルース,4.201680672,0.20267281853281846,0.07076996138996139,0.055045057915057885,-0.055487499999999995,-0.08852555984555993,-0.11614003875968992
812,79,8,スプルース,4.621848739,0.20241625482625494,0.07021830115830113,0.05464810810810813,-0.0557821153846154,-0.08874231660231659,-0.11633414728682166
813,80,8,スプルース,3.781512605,0.2014827027027026,0.0697549034749035,0.054333745173745236,-0.055972076923076895,-0.08880308880308872,-0.11631872093023249
814,81,8,スプルース,3.781512605,0.2011792277992278,0.0692799227799228,0.05401872586872589,-0.05616980769230769,-0.08886142857142862,-0.11628620155038759
815,82,8,スプルース,4.201680672,0.20073494208494197,0.06863891891891892,0.053581119691119734,-0.05651361538461542,-0.08913513513513503,-0.11658027131782953
816,83,8,スプルース,3.781512605,0.19986501930501915,0.06823714285714287,0.05330521235521236,-0.05664965384615387,-0.08913436293436292,-0.1164993410852713
817,84,8,スプルース,3.781512605,0.20136239382239385,0.0688810810810811,0.05395656370656366,-0.05613911538461542,-0.08861409266409269,-0.11597980620155042
818,85,8,スプルース,3.781512605,0.20066158301158304,0.06835706563706563,0.05367289575289575,-0.05621023076923075,-0.08851447876447875,-0.11573631782945742
819,86,8,スプルース,2.521008403,0.20008108108108108,0.06785258687258687,0.05329073359073362,-0.05652803846153847,-0.08874451737451736,-0.11600306201550391
820,87,8,スプルース,2.521008403,0.19959876447876443,0.06721455598455599,0.05274293436293437,-0.05697623076923079,-0.08916664092664092,-0.1164234108527132
821,88,8,スプルース,2.941176471,0.1985473359073358,0.06617710424710423,0.05198895752895753,-0.05745523076923076,-0.08946162162162163,-0.1166781007751938
822,89,8,スプルース,2.941176471,0.19771733590733595,0.06528864864864864,0.0513978378378378,-0.05778111538461538,-0.08960872586872587,-0.11675926356589143
823,90,8,スプルース,2.521008403,0.1966051351351352,0.06475594594594593,0.0510591891891892,-0.05791988461538462,-0.08954409266409262,-0.1165201162790698
824,91,8,スプルース,2.521008403,0.19655714285714296,0.06469177606177606,0.051088841698841675,-0.057805846153846145,-0.0893076833976834,-0.11623135658914725
825,92,8,スプルース,2.100840336,0.1961715057915058,0.06430702702702705,0.05091988416988419,-0.05776742307692303,-0.08913590733590732,-0.1159591472868217
826,93,8,スプルース,2.100840336,0.19509930501930509,0.06355733590733588,0.050449768339768344,-0.057933269230769247,-0.08908247104247102,-0.11577565891472873
827,94,8,スプルース,1.680672269,0.19496308880308882,0.06330548262548262,0.05032196911196913,-0.057934,-0.08894942084942085,-0.11557806201550384
828,95,8,スプルース,0.840336134,0.1944854826254826,0.06276625482625482,0.04999532818532823,-0.05806676923076925,-0.08892301158301157,-0.11541949612403092
829,96,8,スプルース,1.260504202,0.1940535521235522,0.06235104247104247,0.04973281853281851,-0.058184,-0.0889275675675675,-0.11536480620155039
830,97,8,スプルース,1.260504202,0.19359969111969105,0.06207698841698842,0.049576447876447834,-0.058238076923076955,-0.08885571428571437,-0.11524794573643408
977,1,11,チェリー,158.9211618,1.0376545945945952,0.8421618146718142,0.7998105791505788,0.5142756923076922,0.3480171042471044,0.2636753100775195
978,2,11,チェリー,155.6016598,1.0469590347490338,0.8436350579150577,0.7927752123552129,0.501700230769231,0.3377023166023163,0.2566129457364341
979,3,11,チェリー,152.6970954,1.029135984555984,0.8248043629343627,0.7702417760617764,0.48034507692307693,0.31967810810810804,0.24166213178294568
980,4,11,チェリー,150.2074689,1.0394425868725872,0.8303263320463323,0.771349536679537,0.47601811538461497,0.3144525096525097,0.23739081395348835
981,5,11,チェリー,147.3029046,1.0264816988416985,0.8168068339768341,0.7510220463320464,0.45828130769230807,0.30012405405405396,0.22544635658914727
982,6,11,チェリー,144.3983402,1.016752162162162,0.80801277992278,0.737224749034749,0.4458068076923079,0.28996972972972956,0.21690965116279082
983,7,11,チェリー,141.4937759,1.002673436293436,0.7952239768339766,0.7234000000000002,0.4338451153846156,0.28015853281853265,0.20804705426356568
984,8,11,チェリー,138.1742739,0.9632022393822396,0.7625787644787652,0.6913754440154439,0.41301492307692317,0.26521505791505795,0.19502344961240306
985,9,11,チェリー,136.0995851,0.8848444787644781,0.6994067953667952,0.6328645945945953,0.37952542307692305,0.2441765250965254,0.17779162790697658
986,10,11,チェリー,133.1950207,0.8349722779922777,0.65786722007722,0.5930906177606177,0.3547603076923077,0.22745200772200774,0.16392313953488366
987,11,11,チェリー,129.8755187,0.7943331660231661,0.6230773745173742,0.5607120077220076,0.33396246153846143,0.21265648648648647,0.15139085271317834
988,12,11,チェリー,126.5560166,0.761503745173746,0.5949602702702702,0.5356377220077216,0.31628665384615373,0.20011227799227793,0.14046782945736438
989,13,11,チェリー,124.8962656,0.7564820849420851,0.5897904247104245,0.5292152895752892,0.31104526923076914,0.19465961389961386,0.13492065891472854
990,14,11,チェリー,121.5767635,0.7454290733590738,0.5793060617760618,0.5187190347490348,0.3022510769230769,0.1864651737451737,0.12677410852713172
991,15,11,チェリー,119.0871369,0.7233342857142857,0.5571237837837838,0.49544563706563666,0.2825683846153846,0.16999200772200773,0.11228282945736437
992,16,11,チェリー,116.5975104,0.7012200386100381,0.5329975675675676,0.46955953667953687,0.25853142307692295,0.1488465637065637,0.09356697674418606
993,17,11,チェリー,113.6929461,0.6746780694980695,0.5045485328185327,0.43971042471042476,0.23120415384615392,0.12492030888030896,0.07236395348837206
994,18,11,チェリー,110.373444,0.6500290733590739,0.4792267953667956,0.4135494208494206,0.20777342307692312,0.10460007722007728,0.05435069767441858
995,19,11,チェリー,107.4688797,0.6235489575289578,0.45492513513513516,0.3896412741312738,0.18810388461538458,0.0882908494208494,0.03994852713178296
996,20,11,チェリー,104.1493776,0.5993262162162158,0.43259625482625497,0.3682673359073361,0.17168553846153844,0.07515776061776058,0.028389844961240307
997,21,11,チェリー,100.8298755,0.5774263320463321,0.4133901158301159,0.3498020849420851,0.15784830769230765,0.0644554826254826,0.019042325581395344
998,22,11,チェリー,97.51037344,0.5522119305019307,0.3926596911196912,0.3298266409266411,0.14373776923076922,0.05407061776061778,0.010122519379844961
999,23,11,チェリー,94.19087137,0.5252083783783783,0.3693997683397685,0.3078673359073359,0.12911726923076924,0.0438718918918919,0.0016593798449612408
1000,24,11,チェリー,90.87136929,0.49852555984555963,0.3471538223938225,0.2867491505791506,0.11537434615384616,0.03464432432432433,-0.005914806201550387
1001,25,11,チェリー,87.13692946,0.4803868339768338,0.3315321235521234,0.271975328185328,0.1051937307692308,0.027616563706563717,-0.01165174418604651
1002,26,11,チェリー,83.40248963,0.46547220077220064,0.3186084169884172,0.25953579150579137,0.09635215384615382,0.021385752895752903,-0.01677655038759691
1003,27,11,チェリー,80.08298755,0.4567997297297299,0.30988227799227797,0.2509412355212356,0.08961811538461538,0.016209343629343644,-0.02131573643410854
1004,28,11,チェリー,76.34854772,0.4498679922779921,0.30359945945945965,0.24495235521235506,0.08486388461538459,0.01256602316602317,-0.02446879844961242
1005,29,11,チェリー,72.61410788,0.4469138996138996,0.29988976833976844,0.2413488030888033,0.08155600000000002,0.009730270270270267,-0.02708856589147286
1006,30,11,チェリー,69.29460581,0.4432318532818533,0.29635054054054055,0.23789389961389948,0.07841342307692306,0.007156216216216211,-0.029397829457364334
1007,31,11,チェリー,65.56016598,0.4405181853281853,0.29372320463320467,0.23534081081081074,0.07619523076923075,0.005291428571428573,-0.031131201550387583
1008,32,11,チェリー,61.82572614,0.4378610038610041,0.2914077606177608,0.23309007722007738,0.07428157692307691,0.0037883783783783796,-0.032453023255813986
